eq_beta,eq_q95,shape_kappa,shape_delta,mode_m,mode_n,gamma_n1_r00,gamma_n1_r01,gamma_n1_r02,gamma_n1_r03,gamma_n1_r04,gamma_n1_r05,gamma_n1_r06,gamma_n1_r07,gamma_n1_r08,gamma_n1_r09,gamma_n1_r10,gamma_n1_r11,gamma_n1_r12,gamma_n1_r13,gamma_n1_r14,gamma_n1_r15,gamma_n2_r00,gamma_n2_r01,gamma_n2_r02,gamma_n2_r03,gamma_n2_r04,gamma_n2_r05,gamma_n2_r06,gamma_n2_r07,gamma_n2_r08,gamma_n2_r09,gamma_n2_r10,gamma_n2_r11,gamma_n2_r12,gamma_n2_r13,gamma_n2_r14,gamma_n2_r15
1.309581912082906,3.3296704565847604,1.7556541311278977,0.13621814333377139,5,1,0.9965541177648696,0.9087120643374751,0.8145882894278729,0.7406245434712324,0.6651005339856704,0.6088422727507811,0.5620874788617577,0.5050940772910445,0.452909818550833,0.39973951366914545,0.37140699631061797,0.35365229876298404,0.31982103227554004,0.2661817149826494,0.21391596978662455,0.24793191625192396,1.2284008613578459,1.094363276562045,0.9804146095242874,0.8970966209192042,0.8138973002021288,0.7365251631890091,0.6623968110988486,0.587237056879447,0.5205377027039048,0.47738115053417585,0.42831373616001367,0.41302385300633065,0.36628772018376027,0.32905935474779574,0.3021060935448676,0.2895505813572595
1.5689807641735072,4.227809437072353,1.7098933044553473,0.3265921881853877,3,2,1.0063977846201124,0.8824912710130428,0.8194578684450713,0.760411874678824,0.6401045886649854,0.6017067519466484,0.5472195485646412,0.4843263992548543,0.45678981428521037,0.40563546131660483,0.3459095913141315,0.3452887718754493,0.31123424725951704,0.2867194199201238,0.26820592513949554,0.22856381520365493,1.201789112255252,1.066317380372183,0.991708551884303,0.8798054810239059,0.7975935267484848,0.7088649750406404,0.6440597484046692,0.5879355481604535,0.5585273200868058,0.45740671097698893,0.41958974610204786,0.40303556688331316,0.3830833006069899,0.3357156058964374,0.26741720757594856,0.22998266972764722
2.554811966524287,4.065275426517821,1.5700540097126976,0.43432635794209407,1,4,0.987320341599619,0.9210858755103026,0.8082140542795062,0.7412351955976343,0.6645960563905055,0.6304177974621509,0.5220107207478575,0.5166034774338141,0.4402822475394369,0.40676825853481635,0.35801508154183276,0.33988340988556887,0.3115753497413077,0.28459817231336065,0.2242726208093909,0.2158424785962819,1.222646525487781,1.0838746169767468,0.9745358881093446,0.8963976468310618,0.8118342857784038,0.7321164514618783,0.6573034220979505,0.5939409596750899,0.5438372419074768,0.4795746916681293,0.43977790781511306,0.4076937310912934,0.34133790192820185,0.3226005480674829,0.2926703359490684,0.27481348093862484
2.6480048730129644,7.726231723254622,1.7584765246014302,0.4698923738822076,4,4,0.9879596697884554,0.913810347312829,0.8036604241097843,0.7425757219999624,0.6861270505903202,0.6469056866274856,0.5420704856991994,0.4992236479404643,0.4437075818895907,0.4024461092740559,0.35088858542915585,0.3252913034092127,0.32082847074156423,0.26600854659830786,0.2558560584291542,0.22750960469247924,1.1848374849092125,1.1007349677440765,1.0020538960423508,0.8833565985647793,0.7970551316107586,0.7290376678142314,0.6172907993338239,0.5990031996502627,0.5263242802358047,0.48947706005135916,0.4568656337447614,0.41908628875108306,0.36039582185940466,0.3099501415832191,0.2894786882564892,0.25086183751826313
1.0130375167538517,7.736115209053573,1.5532267213063073,0.4450337929396794,1,3,1.0296534191434275,0.9008072718571103,0.8148605424592089,0.72980925008896,0.6642502727471388,0.6132690049915336,0.5513536043791508,0.47826079797529514,0.4517645770762242,0.39337656505476315,0.3724989062087725,0.3598818808924212,0.3304167019530967,0.2697557546261691,0.2561577865680134,0.1971282082509893,1.1993159983135668,1.0750696878260597,0.968501880694123,0.8874266772070218,0.8078958248176523,0.7284834037348074,0.6564385363430676,0.6073231984465594,0.5259223810125588,0.4527446178874358,0.40810304008145526,0.4109281358310239,0.39868395879071955,0.3242331235434368,0.2889335510085918,0.27571325443914996
1.0671145668268198,3.581883898806245,1.4430613542933561,0.4120331987189091,5,1,0.978357750672135,0.9076442480620569,0.8206684039615214,0.7348090088102462,0.6527932553375727,0.5786869136129743,0.5538473063214866,0.4721163972647596,0.44001138743088636,0.40786394153606453,0.37116259599053664,0.3197894309005132,0.31376539911175816,0.23451221021985053,0.2345410119194981,0.23238039629846496,1.2227621031016247,1.0778991943192724,0.9862436363807389,0.8958338993823264,0.8233170149583671,0.7542959726020891,0.6615052335447937,0.5879953833679199,0.5586350725824722,0.45060864833924413,0.43378872949102704,0.38781096460510955,0.3538532630177179,0.3246456902664014,0.33565039770550203,0.2713215550151136
2.1241866741845765,5.396195759044805,1.9535373635401987,0.3169047183787428,2,2,1.010215906019532,0.9066530536482487,0.7932529039056082,0.7406322148706095,0.6616776894505617,0.623234732345184,0.5514953430225644,0.4919945659054118,0.44730210047066576,0.37460342837968796,0.35347670228401223,0.3093762909873295,0.27324525128101346,0.2695775181180122,0.25232293101514036,0.21762777940917774,1.2103713265775624,1.1004317835169437,1.0005832027505837,0.8703692596624274,0.7842409679025039,0.7114788128533881,0.6634536970976341,0.6026012435234267,0.5336283340610213,0.4827152150399035,0.4624830154509525,0.40804020181700146,0.3445359368960353,0.3237348622715469,0.301066654315814,0.23709900536663664
0.6420564250740095,3.552183721386223,1.3295392262979058,0.14887263665986802,4,1,1.0020774933768928,0.8717938874050402,0.7993745601233359,0.7480284856471657,0.6523588710343371,0.6059037156302606,0.5430155973465118,0.48117894230074565,0.43259697314589923,0.40301842771946783,0.3895775839770749,0.3245160426675737,0.32676218425886033,0.24745246663127746,0.24544000010309305,0.2423032067053612,1.2269116724769447,1.0757837772564272,0.9874514034547215,0.8947792386279929,0.798943271335048,0.7299076261393149,0.6589175857787789,0.6017377157131868,0.5264686348422364,0.46491563290691584,0.4483880089772289,0.3942077679802357,0.3567764399446682,0.30549470892733976,0.3152648108585989,0.29205653042918933
2.9188619566659595,3.7077330694105584,1.9667528902432903,0.2991284373586359,4,2,1.0282957126510672,0.9030342573562236,0.8271487057218194,0.754356855339856,0.6567335210872087,0.6051942226952385,0.5532036619273788,0.5089660773903402,0.4488109523634421,0.40363955500959486,0.3526383002702505,0.3274864560356255,0.31456929874111966,0.2740579412894579,0.23380153724807648,0.21050609882366916,1.240000197379434,1.102903316014256,0.9920378353179088,0.8500880813467016,0.8137062788044187,0.7350471941617368,0.6838354176519963,0.6023187772286169,0.5381824320326286,0.4957202557851925,0.41229220270928674,0.41494409906423874,0.3663063273960547,0.3165070821011476,0.31579994146509743,0.2948962852004504
1.9264873134831346,6.352295956006398,1.3626235454927653,0.12876325622047316,2,4,1.0093941546811125,0.89757749110981,0.8251546303273605,0.7415001337955545,0.6689596815224118,0.6270190753618204,0.5508395926167705,0.5081654395361679,0.4509788442989714,0.4081520547091259,0.3834705121001429,0.33231304156637764,0.3192250566085294,0.26193352737918113,0.2693197217853569,0.2294548280531027,1.236623153594392,1.0708035624709737,0.9817687813766881,0.8984386512539669,0.8236135641448455,0.7191174927960824,0.6485828475017421,0.5939257189403347,0.5180845954205929,0.49538096150297267,0.43797486571943706,0.42628721054179125,0.36554668301193,0.3268959119529415,0.313602502355233,0.2698138746188844
